id|time|attempt|sentence
0|1499630677.9694772||Они , возможно , и были __суровыми__ и уж точно не чурались грабежей , но от одиночества  в своих дальних походах не страдали .
0|1499630850.1389763||__Исследователи__ из парижского Института Жака Моно __проанализировали__ ДНК 290 котов из  30 археологических памятников , разбросанных по разным уголкам планеты : по Европе , Ближнему Востоку и Африке .
0|1499630850.1389763||__Исследователи__ из парижского Института Жака Моно __проанализировали__ ДНК 290 котов из 30 археологических памятников , разбросанных по  разным уголкам планеты : по Европе , Ближнему Востоку и Африке .
0|1499631212.430482|| Так что хвостатые охранники сначала __распространялись__ по миру вслед за __мотыгами__ и __серпами__ .
0|1499631212.430482||Так что  хвостатые охранники сначала __распространялись__ по миру вслед за __мотыгами__ и __серпами__ .
0|1499631853.2336137||Так , __кошачьи__ останки были найдены в погребении __скандинава__ в северной Германии .
0|1499632010.245057||Судя по их __размеру__ , это были домашние животные .
0|1499632108.9593365||Кроме того , коты часто фигурируют  в скандинавской мифологии : они __тащат__ на себе колесницу богини __любви__ Фрейи , а у Локи из Утгарда был настолько большой  кот , что его не мог поднять сам Тор .
0|1499632108.9593365||Кроме  того , коты часто __фигурируют__ в скандинавской мифологии : они __тащат__ на себе колесницу богини __любви__ Фрейи , а у Локи  из Утгарда был настолько большой кот , что его не мог поднять сам Тор .
0|1499632108.9593365||Кроме того , коты часто __фигурируют__ в скандинавской мифологии : они __тащат__ на себе колесницу богини  любви Фрейи , а у Локи из Утгарда был настолько большой кот , что его не мог поднять сам Тор .
0|1499689649.6268506||__Человек__ , __сделавший__ открытие .
1|1512384707.6885302||Только они разговаривали не просто , как другие ребята , а рассказывали друг другу  разные небылицы , будто пошли на спор , кто кого __переврет__ .
1|1512384831.8767068||__Знаешь__ , — __говорит__ Мишутка , — раньше я был большой-большой  , как дядя Боря , а потом сделался маленький .
1|1512384831.8767068||— __спрашивает__ Мишутка .
1|1512384831.8767068||__Знаешь__ , — __говорит__ Мишутка , — раньше я был большой-большой , как дядя  Боря , а потом сделался маленький .
2|1513007705.0127184||Художник Валентин Александрович Серов ( 1865-1911  ) вошел в историю русской __живописи__ как автор __портретов__ и __пейзажей__ , исторических и жанровых картин , картин на мифологические сюжеты  .
2|1513007705.0127184||Художник Валентин Александрович Серов  ( 1865-1911 ) вошел в историю русской __живописи__ как автор __портретов__ и __пейзажей__ , исторических и жанровых картин , картин на  мифологические сюжеты .
3|1517755241.3431962||Лидерами __рейтинга__ стали Гонконг , Сингапур , Испания , Южная Корея и  Япония .
3|1517755241.3431962||Перед ней в списке находятся  Бразилия , Азербайджан , Колумбия , Иордания и США , __которые__ занимают 54-50-ую строчки соответственно .
3|1517755241.3431962||Перед ней __в__ списке __находятся__ Бразилия , Азербайджан , Колумбия , Иордания и США ,  которые занимают 54-50-ую строчки соответственно .
3|1517755462.0000734||В России средняя продолжительность жизни - 70 , 37 __года__ , на медицину тратится 7 , 07 % ВВП или  893 доллара .
3|1517755462.0000734||В России средняя продолжительность жизни - 70 , 37 года ,  на медицину тратится 7 , 07 % ВВП или 893 __доллара__ .
3|1517755462.0000734||При составлении индекса учитывались средняя продолжительность жизни , доля ВВП на душу населения  , которая тратится на здравоохранение , и она же в __абсолютном__ выражении .
3|1517847762.4854786||Эти реформы прямо противоречат __целям__ , __обозначенным__ Президентом страны В .
4|1518114799.2919805||Именно поэтому в развитых странах из государственных источников в __систему__ здравоохранения вкладывается более семи процентов валового __внутреннего__ продукта ( ВВП  ) .
4|1518114996.5979211||Если в две тысячи пятнадцатом году __госрасходы__ на здравоохранение в ценах две тысячи тринадцатого года сократились на  двадцать процентов , то соответственно на столько же снизился и объем бесплатных услуг , как следствие , упала доступность медицинской помощи и возросла смертность .
5|1518086383.5175776||Тут пришел соседский Игорь и сел рядом на __скамеечке__ .
5|1518086558.9309065||__Говорил__ — чего проще !
5|1518079624.8441756||Сейчас мы уже понимаем , что наши прежние представления о викингах как  об одиноких , суровых грабителях и налетчиках , несколько не __соответствуют__ действительности .
5|1518079928.7600763||__Исследователи__ из парижского Института Жака Моно __проанализировали__ ДНК 290 котов из  30 археологических памятников , разбросанных по разным уголкам планеты : по Европе , Ближнему Востоку и Африке .
5|1518079928.7600763||__Исследователи__ из парижского Института Жака Моно __проанализировали__ ДНК 290 котов из 30 археологических памятников , разбросанных по  разным уголкам планеты : по Европе , Ближнему Востоку и Африке .
5|1518080214.484455|| Так что хвостатые охранники сначала распространялись по миру вслед за __мотыгами__ и __серпами__ .
5|1518080214.484455||Так что  хвостатые охранники сначала распространялись по миру вслед за __мотыгами__ и __серпами__ .
5|1518080974.0962627||Так , кошачьи останки были найдены в погребении __скандинава__ в северной Германии .
5|1518081051.524832||Иначе , как на __борту__ драккаров они туда попасть не могли .
6|1518023492.2040176||Такой рост смертности в наше мирное время - прямое следствие сокращения доступности и качества медицинской помощи в результате неправильного выбранного вектора реформ в  отрасли ( сокращение коек и медицинских кадров , отчуждение зданий __здравоохранения__ , наращивание платных медицинских услуг ) .
6|1518023492.2040176||Такой рост смертности __в__ наше __мирное__ __время__ - прямое следствие сокращения доступности и качества медицинской помощи  в результате неправильного выбранного вектора реформ в отрасли ( сокращение коек и медицинских кадров , отчуждение зданий здравоохранения , наращивание платных медицинских услуг ) .
6|1518023492.2040176||Такой рост смертности __в__ наше __мирное__ __время__ - прямое следствие сокращения доступности и качества медицинской помощи в  результате неправильного выбранного вектора реформ в отрасли ( сокращение коек и медицинских кадров , отчуждение зданий здравоохранения , наращивание платных медицинских услуг ) .
6|1518023492.2040176||Путиным в майских указах две тысячи двенадцатого  года , – снизить смертность населения , тем самым увеличить __ожидаемую__ продолжительность жизни граждан ( ОПЖ ) __к__ две тысячи __восемнадцатому__  году до семидесяти четырех лет .
6|1518023492.2040176||Эти реформы прямо __противоречат__ целям , обозначенным Президентом страны В .
6|1518023492.2040176||Путиным в майских указах две тысячи двенадцатого года , – снизить смертность населения , тем самым увеличить  __ожидаемую__ продолжительность жизни граждан ( ОПЖ ) __к__ две тысячи __восемнадцатому__ году до семидесяти четырех лет .
6|1518024500.159157||Для справки – за весь период Великой Отечественной войны  естественная смертность взрослого населения Советского Союза по сравнению с мирным __временем__ возросла всего на тринадцать процентов .
6|1518023568.194959||Да потому , что в __представлениях__ многих руководителей и в Правительстве , и в отрасли __здравоохранении__  бытуют мифы или заблуждения .
6|1518023568.194959||Да потому , что в  __представлениях__ многих руководителей и в Правительстве , и в отрасли __здравоохранении__ бытуют __мифы__ или __заблуждения__ .
6|1518023568.194959||Да потому , что в представлениях многих  руководителей и в Правительстве , и в отрасли __здравоохранении__ бытуют __мифы__ или __заблуждения__ .
6|1518023568.194959||Да потому , что в представлениях многих руководителей и  в Правительстве , и в отрасли __здравоохранении__ бытуют __мифы__ или __заблуждения__ .
6|1518023648.0057003||, и за несколько месяцев мы __получим__ уровень смертности как в девятнадцатом веке .
6|1518024889.570406||Именно поэтому в развитых странах из государственных источников в __систему__ здравоохранения вкладывается более семи процентов валового внутреннего продукта ( ВВП  ) .
6|1518023921.0345988||Если в две тысячи пятнадцатом году госрасходы на здравоохранение в ценах две тысячи тринадцатого года  сократились на двадцать процентов , то соответственно на столько же __снизился__ и объем __бесплатных__ услуг , как следствие , упала доступность  медицинской помощи и возросла смертность .
7|1518103017.9093723||Но у меня все __дни__ тяжелые – и понедельник , и вторник , и среда  , и четверг , и пятница .
7|1518103084.3075125||В __это__ воскресенье я была у __бабушки__ , а потом у __подруги__  .
7|1518103084.3075125||В это воскресенье я была у бабушки , а потом у подруги  __это__ воскресенье я была у __бабушки__ , а потом у __подруги__ .
7|1518103084.3075125||В __это__ воскресенье я была у __бабушки__ , а потом у __подруги__ .
7|1518103224.6794562||В __это__ воскресенье я была у бабушки , а потом у подруги  .
7|1518102174.0629058||А потом __экзамены__ .
7|1518102174.0629058||Я знаю , что экзамен по __лингвистике__ ужасно трудный !
7|1518102174.0629058|| Я помню , что в прошлом году несколько человек его __провалили__ .
7|1518102174.0629058||И __было__ много __троек__ .
7|1518102524.3079348||И __было__ много __троек__ .
7|1518102524.3079348|| Я помню , что в прошлом году несколько человек его __провалили__ .
7|1518102874.4020774||И __было__ много троек .
7|1518102874.4020774|| Я помню , что в прошлом году несколько человек его __провалили__ .
7|1518102021.0341785||Как всегда , лекции и __занятия__ у меня каждый день !
7|1518101873.99699||Я уже __начинаю__ нервничать .
7|1518101873.99699||Мне еще надо сдать несколько переводов и два __реферата__ .
7|1518101873.99699||А еще я работаю в __юридической__ фирме – перевожу документы с английского на русский .
7|1518102484.3051703||Мне еще надо сдать несколько __переводов__ и два реферата .
7|1518101946.2027667||Я знаю , что экзамен по __лингвистике__ ужасно трудный !
7|1518101946.2027667||И __было__ много __троек__ .
7|1518101946.2027667|| Я помню , что в прошлом году несколько человек его __провалили__ .
7|1518102709.529312||Я знаю , что экзамен по __лингвистике__ ужасно трудный !
7|1518102709.529312||И __было__ много __троек__ .
7|1518102709.529312|| Я помню , что в прошлом году несколько человек его __провалили__ .
7|1518101983.985503||Но , правда , они больше __гуляли__ , чем готовились к экзамену .
7|1518102434.028468||И  кроме того , по вторникам и четвергам я хожу на __семинары__ по __философии__ , а в пятницу на __консультации__ к профессору  Янкову .
7|1518102434.028468||И кроме того , по вторникам и четвергам я  хожу на __семинары__ по __философии__ , а в пятницу на __консультации__ к профессору Янкову .
7|1518102628.6668384||И  кроме того , по вторникам и четвергам я хожу на __семинары__ по __философии__ , а в пятницу на консультации к профессору  Янкову .
8|1518104903.91005||Я записалась на __русский__ __язык__ , астрономию , историю Восточной Европы и физику .
8|1518105494.6298962||Да , а по __субботам__ я обычно занимаюсь в компьютерной лаборатории .
8|1518107478.143587||Кроме того , я работаю в __медицинском__ центре университета , перевожу с русского на английский .
8|1518105635.076697||В __это__ воскресенье я была у бабушки , а потом у __подруги__ 
8|1518107372.3808558||В __это__ воскресенье я была у бабушки , а потом у подруги 
8|1518107209.2913923||Кроме того , я работаю в медицинском центре университета , перевожу с русского на английский  , я работаю в медицинском центре университета , перевожу с __русского__ на английский .
9|1518130619.8773565||Для справки – за весь период  Великой Отечественной войны естественная смертность взрослого __населения__ Советского Союза по __сравнению__ с мирным временем __возросла__ всего на тринадцать процентов .
9|1518130619.8773565||Для справки – за весь период Великой Отечественной войны естественная  смертность взрослого __населения__ Советского Союза по __сравнению__ с мирным временем __возросла__ всего на тринадцать процентов .
9|1518130619.8773565||Для справки  – за весь период Великой Отечественной войны естественная смертность взрослого __населения__ Советского Союза по __сравнению__ с мирным временем __возросла__ всего на  тринадцать процентов .
9|1518131243.2993855||Именно поэтому в развитых странах из государственных источников в __систему__ здравоохранения вкладывается более семи процентов валового внутреннего продукта ( ВВП  ) .
9|1519775230.461666||В течение полутора  десятилетий государство действовало в рамках негласного социального контракта : россиянам __предлагается__ немного денег и относительная стабильность существования , а в обмен  на это они не вмешиваются в дела политэкономических элит и в их распилы , откаты , заносы .
9|1519775230.461666||В течение __полутора__ десятилетий государство действовало в рамках негласного социального контракта : россиянам  предлагается немного денег и относительная стабильность существования , а в обмен на это они не вмешиваются в дела политэкономических элит и в их распилы , откаты , заносы .
9|1521472943.0926561||Уровень насилия в России достаточно __высок__ , по насильственной смертности показатели в 3 раза выше ,  чем средние мировые .
9|1521472943.0926561||Уровень насилия в России достаточно высок ,  по насильственной смертности показатели в 3 раза выше , чем __средние__ __мировые__ .
9|1521472943.0926561||Уровень насилия в России достаточно высок , по  насильственной смертности показатели в 3 раза выше , чем __средние__ __мировые__ .
9|1521473504.9131327||Анализ , проведенный на основе международных данных  , показывает , что риск виктимизации , при прочих равных __факторах__ , больше для женщин , падает с возрастом и числом  членов семьи и растет с частотой вечерних выходов из дома для всех категорий преступлений .
9|1521473504.9131327||Анализ , проведенный на основе международных данных , показывает , что риск виктимизации , при прочих равных факторах ,  больше для женщин , падает с возрастом и числом членов __семьи__ и растет с частотой вечерних выходов из дома для всех  категорий преступлений .
9|1521473164.8809555||Некоторую информацию предоставляют международные виктимизационные обследования47 , проводимые Межрегиональным __институтом__ исследования криминального правосудия при ООН ( UNICRI ) .
9|1521546563.7022614||" Исследование " Гендерный состав советов директоров и эффективность компаний " базировалось на анализе данных от 600 российских  публичных компаний за период их деятельности с 1998 по 2014 __годы__ . " 
9|1521925248.0355356||Глава комиссии рассказал , что Слуцкий объяснил __обвинения__ в его адрес во время президентской кампании тем , что  он « занимался приглашением наблюдателей » .
9|1521925301.2001402||У стен парламента сегодня  , как и 8 марта прошел ряд одиночных пикетов в __поддержку__ женщин .
9|1521925301.2001402||В конце февраля неформальное объединение депутатов-женщин из всех фракций Государственной думы встало на сторону депутата  неформальное объединение депутатов-женщин из всех __фракций__ Государственной думы __встало__ на __сторону__ депутата .
9|1521925301.2001402||В конце февраля неформальное объединение депутатов-женщин из всех __фракций__ Государственной думы __встало__ на __сторону__ депутата .
9|1521925301.2001402||В конце февраля неформальное объединение депутатов-женщин из всех фракций Государственной думы встало на сторону депутата  конце февраля неформальное объединение депутатов-женщин из всех __фракций__ Государственной думы __встало__ на __сторону__ депутата .
9|1521925586.9517822||У стен парламента сегодня  , как и 8 марта прошел ряд одиночных пикетов в __поддержку__ женщин .
9|1521925586.9517822||В конце февраля неформальное объединение депутатов-женщин из всех __фракций__ Государственной думы встало на сторону депутата .
9|1521925353.2675796||« Комиссия не находит __нарушений__ поведенческих норм у господина Слуцкого » , — сказал глава  комиссии Отари Аршба .
9|1521925450.0375457||В сексуальных домогательствах депутата Слуцкого обвинили корреспондент BBC Фарида  Рустамова , заместитель главного редактора телеканала RTVi Екатерина Котрикадзе и __продюсер__ телеканала « Дождь » Дарья Жук .
9|1521925450.0375457||В сексуальных домогательствах депутата Слуцкого __обвинили__ корреспондент BBC Фарида Рустамова , заместитель главного редактора телеканала RTVi  Екатерина Котрикадзе и продюсер телеканала « Дождь » Дарья Жук .
